"Issue ID","Issue Type","Summary","Description","Steps to Reproduce","Expected Result","Priority","Labels","Component","Status","Test Type","Preconditions"
"VWO-TC-4318","Test","VWO REST API — endpoint test 18","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 18).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","To Do","API","User is logged in to app.vwo.com"
"VWO-TC-4319","Test","VWO REST API — endpoint test 19","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 19).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4320","Test","VWO REST API — endpoint test 20","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 20).","1. Authenticate with API key
2. Call GET /api/v2/campaigns
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Low","api,integrations,rest","Integrations","In Progress","API","User is logged in to app.vwo.com"
"VWO-TC-4321","Test","VWO REST API — endpoint test 21","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 21).","1. Authenticate with API key
2. Call GET /api/v2/reports
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","In Progress","API","User is logged in to app.vwo.com"
"VWO-TC-4322","Test","VWO REST API — endpoint test 22","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 22).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4323","Test","VWO REST API — endpoint test 23","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 23).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4324","Test","VWO REST API — endpoint test 24","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 24).","1. Authenticate with API key
2. Call GET /api/v2/campaigns
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Low","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4325","Test","VWO REST API — endpoint test 25","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 25).","1. Authenticate with API key
2. Call GET /api/v2/campaigns
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Critical","api,integrations,rest","Integrations","To Do","API","User is logged in to app.vwo.com"
"VWO-TC-4326","Test","VWO REST API — endpoint test 26","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 26).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4327","Test","VWO REST API — endpoint test 27","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 27).","1. Authenticate with API key
2. Call GET /api/v2/campaigns
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","In Progress","API","User is logged in to app.vwo.com"
"VWO-TC-4328","Test","VWO REST API — endpoint test 28","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 28).","1. Authenticate with API key
2. Call GET /api/v2/campaigns
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4329","Test","VWO REST API — endpoint test 29","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 29).","1. Authenticate with API key
2. Call GET /api/v2/goals
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","In Progress","API","User is logged in to app.vwo.com"
"VWO-TC-4330","Test","VWO REST API — endpoint test 30","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 30).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4331","Test","VWO REST API — endpoint test 31","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 31).","1. Authenticate with API key
2. Call GET /api/v2/campaigns
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4332","Test","VWO REST API — endpoint test 32","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 32).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4333","Test","VWO REST API — endpoint test 33","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 33).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Critical","api,integrations,rest","Integrations","To Do","API","User is logged in to app.vwo.com"
"VWO-TC-4334","Test","VWO REST API — endpoint test 34","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 34).","1. Authenticate with API key
2. Call GET /api/v2/goals
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","To Do","API","User is logged in to app.vwo.com"
"VWO-TC-4335","Test","VWO REST API — endpoint test 35","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 35).","1. Authenticate with API key
2. Call GET /api/v2/reports
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","High","api,integrations,rest","Integrations","Done","API","User is logged in to app.vwo.com"
"VWO-TC-4336","Test","VWO REST API — endpoint test 36","Test VWO REST API endpoints for correct response format, pagination, and error handling (case 36).","1. Authenticate with API key
2. Call GET /api/v2/segments
3. Verify response schema
4. Test pagination","API returns 200 with correct JSON schema. Pagination works with limit/offset parameters. Auth failure returns 401.","Medium","api,integrations,rest","Integrations","To Do","API","User is logged in to app.vwo.com"
